Employee ID,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Months
fffe31003700350033003000,Female,Service,No,3,7.0,8.0,0.7,44
fffe3900300032003700,Male,Service,Yes,4,6.0,6.4,0.56,37
fffe3400320031003800,Female,Service,Yes,1,3.0,3.6,0.27,40
fffe3300360035003600,Female,Product,Yes,2,5.0,7.0,0.66,42
fffe31003900360033003300,Female,Product,No,3,7.0,7.6,0.56,39
fffe32003800300036003600,Male,Service,No,2,5.0,8.7,0.79,44
fffe31003900310039003200,Female,Product,Yes,0,1.0,2.6,0.18,47
fffe3400390037003700,Female,Service,Yes,2,4.0,4.7,0.33,45
fffe31003600300039003700,Male,Service,Yes,2,4.0,6.4,0.4,47
fffe33003100380034003500,Female,Service,No,2,5.0,5.8,0.39,46
fffe3800380039003400,Female,Service,No,1,1.0,3.3,0.23,41
fffe31003500390038003000,Female,Product,Yes,2,4.0,5.9,0.45,48
fffe3800390030003800,Male,Product,Yes,1,3.0,7.0,0.52,38
fffe3300390033003100,Female,Service,No,4,7.0,7.2,0.6,40
fffe3900330037003500,Male,Service,Yes,3,7.0,7.9,0.59,39
fffe3300360038003700,Female,Service,Yes,1,3.0,5.9,0.36,40
fffe32003400390034003500,Male,Service,No,1,3.0,4.4,0.29,46
fffe33003100300035003600,Male,Service,Yes,2,5.0,5.2,0.34,47
fffe31003900380032003800,Female,Product,Yes,2,4.0,5.3,0.34,46
fffe390031003100,Female,Product,Yes,3,4.0,5.2,0.46,40
fffe31003300380039003700,Male,Service,Yes,2,5.0,4.5,0.36,47
fffe32003700390032003000,Female,Product,No,2,3.0,6.6,0.45,37
fffe32003000300035003100,Female,Product,Yes,3,5.0,3.8,0.27,48
fffe33003400340033003100,Male,Product,No,3,7.0,7.6,0.65,48
fffe3900380037003500,Female,Product,Yes,3,6.0,5.6,0.34,44
fffe31003300380033003700,Female,Service,Yes,1,3.0,5.4,0.37,41
fffe33003000340037003600,Male,Product,Yes,1,2.0,4.9,0.25,43
fffe32003600370033003700,Male,Service,No,2,5.0,7.3,0.57,44
fffe3600320032003900,Male,Service,No,2,5.0,5.6,0.52,44
fffe3400330035003800,Female,Product,No,4,8.0,7.8,0.75,39
fffe3600380039003200,Female,Product,Yes,4,7.0,6.7,0.55,42
fffe31003700330032003400,Female,Service,No,1,4.0,6.5,0.43,46
fffe32003900320030003300,Female,Service,Yes,0,1.0,1.8,0.1,41
fffe32003600370036003700,Female,Product,No,3,6.0,8.1,0.68,41
fffe33003400300034003600,Male,Service,Yes,3,7.0,6.4,0.56,45
fffe3400350037003000,Male,Service,Yes,3,8.0,7.2,0.73,48
fffe32003800370034003800,Female,Service,No,2,5.0,8.6,0.7,40
fffe31003300330030003000,Male,Product,No,4,8.0,9.5,0.88,37
fffe31003100370035003400,Male,Product,Yes,2,6.0,6.8,0.63,41
fffe3100360037003800,Female,Service,No,2,5.0,6.5,0.62,46
fffe3500390039003700,Female,Service,Yes,2,3.0,3.5,0.25,40
fffe33003400350037003000,Male,Service,No,2,3.0,4.8,0.4,45
fffe3300340033003900,Male,Product,No,3,8.0,7.6,0.77,47
fffe32003800380038003500,Male,Product,Yes,3,6.0,6.2,0.58,47
fffe31003700380039003600,Female,Product,Yes,3,6.0,3.6,0.3,40
fffe32003600360038003400,Male,Product,No,3,6.0,8.0,0.61,45
fffe31003000340032003700,Female,Service,Yes,3,5.0,6.0,0.4,39
fffe3300380034003600,Female,Service,Yes,1,3.0,3.8,0.33,46
fffe32003200320034003000,Female,Product,Yes,1,2.0,2.4,0.06,45
fffe31003100380033003600,Male,Service,Yes,1,4.0,4.3,0.36,41
fffe32003800310031003100,Female,Service,Yes,1,2.0,3.7,0.28,40
fffe32003000330031003700,Male,Product,Yes,2,5.0,5.6,0.37,46
fffe32003500340034003400,Female,Service,Yes,0,1.0,1.0,0.03,44
fffe33003300310035003800,Female,Product,Yes,2,5.0,7.2,0.67,40
fffe32003400360033003800,Male,Service,Yes,1,3.0,6.7,0.46,46
fffe31003700330032003300,Female,Service,Yes,3,8.0,7.5,0.72,37
fffe3900360033003500,Female,Service,No,4,7.0,7.5,0.65,46
fffe31003100350037003700,Female,Product,No,0,1.0,4.0,0.24,47
fffe31003400350033003700,Female,Service,Yes,1,3.0,5.3,0.41,38
fffe3100390034003700,Female,Product,No,2,5.0,7.5,0.68,39
fffe31003300310035003400,Male,Product,No,4,7.0,7.7,0.72,48
fffe33003400390035003500,Male,Service,Yes,0,2.0,4.4,0.33,46
fffe31003400340031003500,Male,Service,Yes,3,5.0,6.5,0.48,39
fffe32003300340038003400,Male,Product,Yes,2,4.0,5.5,0.48,47
fffe31003700310033003400,Male,Service,No,2,5.0,5.0,0.36,38
fffe31003400380038003100,Male,Product,No,4,10.0,9.2,0.91,38
fffe31003000360035003700,Female,Product,Yes,1,2.0,4.1,0.24,37
fffe33003400330035003900,Female,Service,No,3,6.0,5.5,0.45,38
fffe3900350033003600,Male,Service,No,5,9.0,8.8,0.85,43
fffe31003000300037003800,Female,Service,No,2,4.0,5.5,0.34,44
fffe3900300031003000,Male,Product,Yes,1,3.0,5.9,0.36,38
fffe33003100360037003700,Female,Service,Yes,2,4.0,4.5,0.34,41
fffe3900350039003000,Male,Product,No,3,6.0,8.0,0.59,45
fffe31003200370030003900,Female,Service,Yes,2,4.0,5.8,0.44,42
fffe3800380035003500,Male,Service,No,1,3.0,4.4,0.38,38
fffe31003700380033003600,Male,Product,No,3,6.0,7.5,0.59,37
fffe33003400360035003000,Female,Service,No,2,7.0,8.0,0.7,43
fffe31003200370036003300,Male,Product,No,2,3.0,6.1,0.42,41
fffe32003000320030003900,Male,Product,Yes,1,2.0,5.1,0.46,44
fffe32003800370033003600,Female,Service,Yes,3,5.0,4.7,0.39,47
fffe33003000360035003300,Female,Service,Yes,3,5.0,5.2,0.42,46
fffe31003100370037003500,Male,Product,Yes,0,1.0,0.0,0.0,39
fffe32003700320037003100,Female,Service,Yes,2,5.0,5.1,0.46,39
fffe31003800300037003300,Male,Product,Yes,1,2.0,4.4,0.3,41
fffe32003700370030003400,Female,Product,No,4,6.0,6.9,0.63,39
fffe31003400310039003400,Female,Service,No,2,5.0,5.3,0.45,42
fffe3400350038003300,Female,Service,Yes,3,6.0,6.0,0.58,40
fffe31003900300039003700,Male,Product,No,4,7.0,8.6,0.67,48
fffe32003400330033003400,Male,Service,No,2,5.0,7.3,0.71,46
fffe32003800310033003800,Female,Service,Yes,1,3.0,5.5,0.48,45
fffe3700360035003600,Male,Service,Yes,1,3.0,2.9,0.22,44
fffe32003000340039003700,Female,Product,No,3,6.0,5.1,0.43,43
fffe3800350037003300,Male,Service,No,2,5.0,6.4,0.57,47
fffe33003400360039003100,Female,Service,Yes,3,4.0,6.1,0.47,39
fffe33003000300033003700,Female,Service,Yes,3,5.0,5.3,0.47,43
fffe3400370031003000,Female,Product,Yes,1,4.0,5.5,0.34,39
fffe32003800370039003300,Female,Service,Yes,1,3.0,5.5,0.37,39
fffe3400310036003300,Female,Service,No,3,7.0,7.8,0.8,40
fffe31003100380031003200,Male,Product,No,4,8.0,8.9,0.8,43
fffe32003000370031003000,Female,Service,Yes,1,4.0,6.9,0.49,42
fffe31003400340032003700,Male,Service,Yes,0,1.0,0.0,0.0,41
fffe33003000340033003600,Male,Service,Yes,4,9.0,9.3,0.86,39
fffe31003500340030003900,Female,Service,Yes,1,2.0,4.6,0.33,46
fffe31003200370033003800,Female,Service,Yes,3,6.0,5.7,0.5,43
fffe33003200300031003300,Female,Service,Yes,2,4.0,4.5,0.34,39
fffe32003100380035003300,Male,Product,Yes,0,2.0,4.7,0.23,47
fffe3400340035003800,Male,Product,No,4,8.0,9.9,0.92,47
fffe33003200380031003800,Female,Service,Yes,3,6.0,6.3,0.44,44
fffe33003200330034003200,Female,Service,Yes,1,3.0,3.6,0.15,40
fffe33003000310038003300,Female,Service,Yes,0,2.0,4.3,0.32,46
fffe32003200390032003500,Female,Service,Yes,3,4.0,6.5,0.43,41
fffe32003600360035003100,Male,Service,No,4,9.0,8.7,0.78,48
fffe360030003700,Male,Service,Yes,0,1.0,3.1,0.23,46
fffe31003200320037003900,Male,Service,Yes,2,4.0,3.6,0.21,42
fffe3100320034003200,Male,Service,Yes,1,2.0,3.6,0.23,41
fffe3600390030003500,Female,Product,Yes,3,5.0,5.7,0.4,38
fffe32003100360038003100,Female,Service,Yes,2,5.0,5.7,0.38,38
fffe32003800370033003900,Female,Service,No,0,1.0,0.5,0.0,45
fffe31003100300038003900,Female,Product,No,2,4.0,3.9,0.33,37
fffe3600350036003900,Female,Product,No,2,5.0,7.0,0.62,37
fffe3700340032003100,Male,Service,Yes,3,4.0,5.4,0.36,43
fffe32003100390036003700,Female,Service,Yes,2,3.0,3.7,0.28,43
fffe31003800360038003300,Female,Service,Yes,2,4.0,6.1,0.41,40
fffe32003800330034003000,Male,Service,Yes,0,1.0,2.8,0.1,47
fffe32003400300033003500,Female,Service,No,2,4.0,6.9,0.63,38
fffe31003400390032003000,Male,Service,Yes,3,7.0,7.3,0.67,48
fffe32003600300034003200,Male,Service,No,3,7.0,7.2,0.62,45
fffe32003200380037003700,Male,Service,Yes,2,7.0,9.0,0.77,45
fffe31003500330036003700,Female,Service,No,0,1.0,0.0,0.0,42
fffe32003900310031003300,Male,Product,Yes,2,6.0,5.6,0.51,37
fffe33003100310035003200,Female,Service,Yes,2,4.0,6.8,0.61,37
fffe3300330034003200,Female,Service,Yes,1,3.0,5.1,0.41,47
fffe3400360032003100,Female,Service,Yes,3,5.0,6.0,0.53,42
fffe3700390038003900,Female,Service,Yes,1,3.0,6.8,0.5,37
fffe32003700330036003100,Male,Product,Yes,2,5.0,6.5,0.55,38
fffe3100310034003000,Male,Service,Yes,4,6.0,5.7,0.49,42
fffe31003500330036003100,Male,Product,Yes,3,5.0,6.1,0.44,39
fffe3200340032003800,Male,Service,Yes,3,7.0,8.8,0.7,48
fffe32003500340036003900,Female,Service,Yes,1,2.0,6.8,0.48,39
fffe32003500330030003600,Male,Service,No,2,5.0,6.8,0.6,48
fffe32003800370038003100,Male,Product,Yes,2,4.0,5.5,0.48,40
fffe33003400390038003700,Female,Service,Yes,2,3.0,4.5,0.21,39
fffe31003600370032003800,Female,Product,No,2,2.0,2.6,0.15,42
fffe32003400350038003000,Male,Service,No,5,10.0,10.0,0.98,39
fffe31003100350037003800,Female,Service,Yes,1,2.0,4.3,0.25,38
fffe32003700310038003500,Male,Product,No,3,8.0,8.8,0.7,47
fffe32003400390031003600,Female,Service,No,4,7.0,7.2,0.69,42
fffe3500350032003300,Male,Service,Yes,1,3.0,4.4,0.33,40
fffe3300360036003400,Female,Service,No,2,4.0,5.5,0.44,37
fffe33003200380032003700,Female,Product,No,2,5.0,7.8,0.57,37
fffe33003300320037003500,Male,Product,Yes,1,3.0,4.5,0.27,44
fffe32003200330034003200,Male,Service,No,4,6.0,6.7,0.67,41
fffe31003000340033003200,Female,Service,No,1,1.0,3.4,0.25,48
fffe390035003100,Female,Service,No,0,1.0,3.6,0.18,41
fffe3500300035003400,Female,Product,No,3,7.0,7.9,0.6,47
fffe32003500370035003000,Female,Service,Yes,2,5.0,5.3,0.39,40
fffe31003700340033003400,Female,Service,Yes,1,3.0,5.3,0.34,40
fffe33003400340030003900,Female,Product,No,3,6.0,5.5,0.52,38
fffe33003100320037003700,Female,Product,No,1,3.0,5.4,0.42,45
fffe3900300039003300,Male,Product,Yes,1,1.0,4.8,0.28,37
fffe31003600330039003300,Female,Product,Yes,2,4.0,6.2,0.38,48
fffe3500370038003800,Male,Product,No,4,6.0,6.9,0.59,44
fffe3200340033003500,Female,Product,Yes,2,5.0,8.0,0.62,48
fffe31003700370036003700,Male,Product,No,3,7.0,8.7,0.76,40
fffe3200350035003100,Female,Service,No,1,3.0,4.2,0.33,41
fffe33003100310030003900,Male,Service,No,2,2.0,4.2,0.28,37
fffe33003000370038003600,Female,Service,No,3,6.0,7.2,0.62,48
fffe31003900330039003900,Female,Service,Yes,2,4.0,5.2,0.45,39
fffe31003500380036003900,Male,Service,Yes,2,2.0,3.3,0.24,40
fffe33003100350036003000,Male,Service,No,2,5.0,6.3,0.53,40
fffe340039003600,Male,Service,Yes,2,4.0,6.8,0.59,44
fffe31003500390034003500,Male,Product,Yes,3,5.0,3.8,0.29,47
fffe3200370032003800,Female,Product,Yes,1,2.0,2.7,0.19,44
fffe3200370037003600,Female,Service,No,4,7.0,8.1,0.65,47
fffe32003900350036003500,Female,Product,Yes,1,1.0,1.3,0.02,37
fffe33003000380035003300,Female,Service,Yes,2,4.0,7.0,0.47,39
fffe31003300310039003200,Female,Service,No,2,5.0,6.6,0.43,39
fffe32003800340031003500,Female,Service,No,2,5.0,7.9,0.61,40
fffe31003400320038003900,Female,Product,No,0,2.0,4.7,0.33,41
fffe32003700300037003600,Female,Service,No,2,4.0,7.9,0.6,44
fffe32003600380034003200,Female,Product,No,2,6.0,6.4,0.52,46
fffe31003800360034003800,Male,Service,Yes,5,9.0,9.3,0.93,45
fffe31003500340036003400,Male,Product,No,2,4.0,6.3,0.47,37
fffe31003900380039003900,Male,Service,No,3,7.0,6.9,0.51,46
fffe31003300390037003400,Female,Service,Yes,1,1.0,4.9,0.26,47
fffe32003500380038003000,Female,Product,Yes,3,4.0,5.2,0.42,45
fffe33003100340038003200,Female,Service,No,2,5.0,6.2,0.58,38
fffe32003600340033003900,Female,Service,Yes,1,2.0,5.3,0.3,38
fffe32003500350030003000,Male,Product,Yes,3,6.0,6.2,0.56,41
fffe31003700300039003800,Male,Product,No,2,5.0,6.1,0.57,45
fffe32003400350032003300,Female,Service,Yes,2,3.0,5.5,0.3,38
fffe32003500350031003700,Male,Service,No,4,8.0,9.5,0.86,45
fffe3700330033003700,Male,Product,No,2,6.0,6.3,0.62,41
fffe32003300360036003800,Male,Service,Yes,3,5.0,5.2,0.41,47
fffe31003100380035003700,Male,Service,Yes,1,4.0,5.1,0.38,43
fffe32003700330031003200,Female,Service,Yes,2,5.0,5.9,0.41,47
fffe32003300390039003100,Female,Service,No,2,5.0,5.8,0.46,42
fffe32003000340034003200,Female,Service,No,2,4.0,5.9,0.44,44
fffe32003400310034003700,Female,Product,No,1,1.0,3.2,0.24,41
fffe32003100320031003200,Female,Service,Yes,2,4.0,6.1,0.39,47
fffe3800360038003500,Female,Service,No,2,4.0,7.5,0.53,47
fffe3900390035003300,Female,Service,No,2,2.0,3.9,0.21,47
fffe31003300360033003500,Male,Service,No,4,8.0,8.4,0.77,39
fffe31003000350034003500,Female,Product,Yes,1,2.0,6.0,0.37,37
fffe3600350037003000,Male,Service,Yes,1,3.0,4.9,0.38,46
fffe31003700330038003800,Male,Product,Yes,3,4.0,6.3,0.47,43
fffe31003500390038003400,Male,Service,No,4,8.0,8.0,0.69,41
fffe3300360037003100,Male,Service,No,2,7.0,7.1,0.72,38
fffe32003500350032003000,Male,Service,No,4,8.0,7.3,0.73,43
fffe33003300350035003900,Female,Product,No,4,8.0,8.2,0.72,44
fffe31003700330038003900,Female,Product,No,2,6.0,7.1,0.58,40
fffe32003500310036003900,Female,Service,Yes,2,5.0,4.5,0.38,46
fffe33003200390034003100,Female,Service,Yes,1,4.0,5.0,0.36,46
fffe32003000360039003500,Male,Service,No,2,5.0,4.2,0.32,38
fffe3200370034003700,Male,Product,Yes,1,3.0,4.8,0.35,47
fffe32003600310032003100,Female,Service,Yes,4,8.0,9.4,0.83,40
fffe31003800310037003600,Male,Service,Yes,4,7.0,7.9,0.73,40
fffe3300310034003800,Male,Product,Yes,0,2.0,2.1,0.15,47
fffe31003500390033003400,Male,Service,Yes,2,5.0,4.2,0.3,39
fffe3700370039003400,Male,Service,No,1,3.0,6.6,0.47,45
fffe31003200350033003500,Female,Product,No,4,6.0,7.1,0.68,43
fffe3600330034003100,Male,Product,No,5,10.0,9.7,0.87,41
fffe3800350034003900,Female,Product,Yes,1,2.0,5.5,0.4,44
fffe31003800360032003600,Female,Service,No,1,3.0,5.2,0.43,44
fffe31003400390031003500,Male,Product,No,4,7.0,8.4,0.64,48
fffe32003600360038003900,Male,Product,No,2,3.0,3.4,0.26,41
fffe3500340031003000,Male,Service,No,2,4.0,7.2,0.59,47
fffe32003700350037003900,Male,Service,No,2,6.0,7.0,0.52,40
fffe3500340033003400,Female,Service,No,2,5.0,7.3,0.56,40
fffe3100350038003300,Male,Service,No,3,6.0,6.5,0.56,43
fffe3100390036003900,Male,Service,No,1,4.0,5.8,0.53,37
fffe32003900340036003400,Male,Service,No,2,4.0,6.2,0.4,48
fffe3200380030003000,Female,Service,No,2,4.0,4.2,0.31,45
fffe33003200310037003800,Male,Service,No,1,5.0,6.6,0.54,47
fffe33003100370039003200,Male,Product,No,2,6.0,7.5,0.55,47
fffe32003600320034003600,Male,Service,Yes,1,2.0,3.8,0.22,42
fffe31003700370038003300,Female,Product,Yes,3,5.0,5.0,0.4,48
fffe3700360038003900,Male,Service,Yes,3,6.0,7.9,0.64,40
fffe33003400330038003800,Male,Service,Yes,3,5.0,6.5,0.48,38
fffe31003900350036003300,Female,Service,Yes,1,3.0,5.2,0.39,39
fffe33003400330036003300,Female,Service,Yes,3,5.0,5.6,0.4,42
fffe31003100360033003300,Female,Product,Yes,2,4.0,6.2,0.49,45
fffe3400300032003700,Female,Service,No,2,2.0,3.9,0.29,43
fffe3800390038003100,Male,Service,Yes,2,5.0,6.1,0.41,43
fffe32003700320030003400,Male,Service,Yes,2,5.0,5.5,0.37,38
fffe3300380031003800,Male,Product,No,3,6.0,8.6,0.68,41
fffe32003600360038003300,Female,Service,Yes,2,5.0,7.1,0.58,45
fffe31003600320037003300,Female,Service,No,2,6.0,6.9,0.55,44
fffe32003700330034003900,Female,Product,Yes,2,3.0,6.9,0.5,41
fffe32003500340038003800,Male,Product,Yes,2,3.0,6.3,0.44,37
fffe32003800370032003300,Male,Service,Yes,2,3.0,5.7,0.37,43
fffe32003800360035003900,Male,Service,No,3,7.0,6.3,0.62,48
fffe33003400370039003500,Male,Product,No,2,4.0,6.7,0.57,44
fffe32003500390035003800,Male,Service,Yes,3,5.0,4.9,0.37,39
fffe33003000350037003300,Male,Service,Yes,1,4.0,5.4,0.35,47
fffe3500380033003400,Male,Service,No,4,6.0,7.0,0.55,37
fffe33003300360038003400,Female,Service,Yes,2,4.0,6.5,0.61,43
fffe3600300031003100,Male,Product,Yes,2,3.0,4.0,0.2,46
fffe3200390033003200,Female,Product,Yes,0,1.0,4.0,0.2,45
fffe32003300320031003800,Female,Service,Yes,1,3.0,3.7,0.17,40
fffe3100360039003600,Male,Service,No,2,4.0,5.2,0.47,37
fffe31003100360030003000,Male,Service,No,0,1.0,2.8,0.12,40
fffe31003300320037003300,Female,Product,No,3,6.0,8.2,0.65,45
fffe31003300340033003900,Female,Service,Yes,3,4.0,5.5,0.42,39
fffe3900300030003000,Female,Service,No,1,1.0,3.6,0.28,42
fffe31003500370039003900,Male,Product,Yes,2,5.0,6.9,0.67,42
fffe31003200390033003300,Female,Product,No,5,9.0,9.4,0.88,43
fffe33003400370035003500,Male,Service,Yes,1,3.0,3.6,0.29,48
fffe33003100310033003900,Male,Service,No,2,5.0,6.8,0.6,38
fffe31003400380030003200,Male,Service,Yes,0,1.0,3.8,0.17,44
fffe31003500350037003400,Female,Product,Yes,1,2.0,1.6,0.08,47
fffe31003200330039003800,Male,Service,No,2,4.0,5.4,0.48,37
fffe31003500380030003300,Female,Service,No,2,4.0,7.3,0.51,37
fffe33003400310032003100,Female,Service,Yes,0,2.0,4.0,0.3,46
fffe32003400320030003700,Female,Service,No,2,4.0,7.0,0.54,47
fffe33003100330031003100,Female,Service,No,4,8.0,7.8,0.74,48
fffe32003200380032003800,Male,Service,Yes,1,3.0,3.4,0.29,41
fffe33003300390038003100,Male,Product,No,3,6.0,7.4,0.52,42
fffe3100340039003700,Female,Product,No,3,6.0,6.6,0.46,43
fffe32003500330035003800,Female,Service,No,1,3.0,4.7,0.37,46
fffe32003700340037003100,Male,Service,Yes,1,4.0,4.7,0.36,45
fffe3200370031003400,Male,Product,No,2,5.0,4.9,0.39,48
fffe32003500320036003800,Male,Service,No,2,6.0,8.7,0.7,38
fffe32003800350038003400,Female,Product,No,2,4.0,5.6,0.38,38
fffe32003600330031003300,Male,Service,Yes,5,9.0,9.4,0.88,41
fffe3900370038003000,Male,Service,Yes,1,2.0,3.6,0.22,42
fffe33003100300030003300,Female,Service,No,3,6.0,7.2,0.63,40
fffe3300330037003700,Male,Product,No,2,5.0,7.2,0.66,41
fffe3200390036003400,Female,Service,Yes,2,5.0,6.5,0.49,39
fffe3200360035003800,Male,Service,No,1,2.0,5.2,0.44,37
fffe31003800380033003700,Female,Service,Yes,2,4.0,5.5,0.45,47
fffe32003800380038003000,Female,Product,Yes,0,1.0,4.1,0.2,40
fffe3100350038003500,Male,Service,No,5,10.0,9.2,0.75,43
fffe32003900330039003500,Female,Product,Yes,1,1.0,2.6,0.09,40
fffe32003300380032003300,Female,Service,No,1,2.0,5.5,0.39,47
fffe31003900330036003000,Male,Service,Yes,2,4.0,2.5,0.14,45
fffe32003300390033003400,Female,Service,Yes,3,7.0,5.8,0.55,40
fffe32003000340030003800,Female,Service,Yes,1,1.0,3.2,0.2,48
fffe32003600330037003100,Male,Product,No,3,7.0,8.3,0.66,43
fffe32003700300032003200,Male,Service,No,1,3.0,4.6,0.38,41
fffe31003100320039003300,Female,Service,No,2,4.0,6.8,0.46,48
fffe31003600340037003100,Male,Service,Yes,1,3.0,4.9,0.43,48
